cle,defaut_registre,statut_lecture,phase_prouvee,unites_compilation_lectrices,references_source
DESSEIN_BOON_YEARS,20,lecture moteur presente,non certifiee individuellement,scps\scps_missions.c,scps\missions_demo.c:181; scps\missions_demo.c:182; scps\scps_missions.c:79
DESSEIN_PIVOT_INFLUENCE,10,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_missions.c,scps\scps_api.c:3584; scps\scps_missions.c:98
DECREE_RATIONS_REVENUE_RATE,0.0049999999,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_decrees.c,scps\scps_api.c:2265; scps\scps_decrees.c:218
DECREE_RATIONS_FOOD_NEED_MULT,0.94999999,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:147
DECREE_RATIONS_POP_R_BASE_MULT,0.97000003,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:151
DECREE_FOYERS_REVENUE_RATE,0.015,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_decrees.c,scps\scps_api.c:2266; scps\scps_decrees.c:219
DECREE_FOYERS_POP_R_BASE_MULT,1.0499999,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:152
DECREE_FOYERS_FOOD_NEED_MULT,1.04,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:148
DECREE_ECOLES_REVENUE_RATE,0.02,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_decrees.c,scps\scps_api.c:2267; scps\scps_decrees.c:220
DECREE_ECOLES_SAVOIR_W_MULT,1.0499999,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:155
DECREE_ATELIERS_REVENUE_RATE,0.02,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_decrees.c,scps\scps_api.c:2268; scps\scps_decrees.c:221
DECREE_ATELIERS_MANUF_COST_MULT,0.94999999,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:158
DECREE_COMPTOIRS_REVENUE_RATE,0.015,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_decrees.c,scps\scps_api.c:2269; scps\scps_decrees.c:222
DECREE_COMPTOIRS_COMMERCE_W_MULT,1.0499999,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:161
DECREE_CIRCULATION_REVENUE_RATE,0.0074999998,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_decrees.c,scps\scps_api.c:2270; scps\scps_decrees.c:223
DECREE_CIRCULATION_MIG_PACT_MULT,1.1,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:165
DECREE_FRONTIERES_REVENUE_RATE,0,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_decrees.c,scps\scps_api.c:2271; scps\scps_decrees.c:224
DECREE_FRONTIERES_MIG_PACT_MULT,0,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:166
DECREE_FRONTIERES_COMMERCE_W_MULT,0.94999999,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:162
DECREE_MECENAT_REVENUE_RATE,0.015,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_decrees.c,scps\scps_api.c:2272; scps\scps_decrees.c:225
DECREE_MECENAT_UNREST_MULT,0.94999999,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:169
DECREE_LEGATIONS_REVENUE_RATE,0.015,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_decrees.c,scps\scps_api.c:2273; scps\scps_decrees.c:226
DECREE_LEGATIONS_INFLUENCE_PER_MONTH,0.25,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:259
DECREE_LEVEE_REVENUE_RATE,0,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_decrees.c,scps\scps_api.c:2274; scps\scps_decrees.c:227
DECREE_LEVEE_MIN_LEVEL,2,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:265
DECISION_MANUMIT_COMMUNAUTAIRE_BIAS,0.1,lecture moteur presente,non certifiee individuellement,scps\scps_sim.c,scps\scps_sim.c:1341
DECISION_AUDIT_CORRUPTION_MIN,20,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_decrees.c,scps\scps_api.c:2297; scps\scps_decrees.c:37
DECISION_AUDIT_REVENUE_RATE,0.25,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_decrees.c,scps\scps_api.c:2275; scps\scps_decrees.c:282
DECISION_AUDIT_COOLDOWN_YEARS,5,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:292
DECISION_AUDIT_L_DELTA,0.30000001,lecture moteur presente,non certifiee individuellement,scps\scps_decrees.c,scps\scps_decrees.c:286
WATER_RIFT_ARMS,5,lecture moteur presente,non certifiee individuellement,scps\scps_endgame.c,scps\scps_endgame.c:431
WATER_RIFT_LENGTH,96,lecture moteur presente,non certifiee individuellement,scps\scps_endgame.c,scps\scps_endgame.c:432
WATER_RIFT_STEP,3,lecture moteur presente,non certifiee individuellement,scps\scps_endgame.c,scps\scps_endgame.c:433
SANG_SCAR_MIN,0.15000001,lecture moteur presente,non certifiee individuellement,scps\scps_endgame.c,scps\scps_endgame.c:876
AGE_TRIGGER_JITTER_YEARS,4,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3280
AGE_STRUCTURAL_DECAY_DAY,0.00015000001,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:4288
AGE_EXCHANGE_NODE_VALUE,2.5,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3194; scps\scps_events.c:3298; scps\scps_events.c:3467
AGE_EXCHANGE_NODE_MIN,10,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3196
AGE_EXCHANGE_NODE_SHARE,0.2,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3197
AGE_EXCHANGE_C,0.5,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4638; scps\scps_events.c:3382
AGE_EXCHANGE_P,0.5,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4638; scps\scps_events.c:3383
AGE_EXCHANGE_MIG_PACT_MULT,1.15,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4639; scps\scps_events.c:3384
AGE_EXCHANGE_MERCHANT_LEVER,0.079999998,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4639; scps\scps_events.c:3299
AGE_DISCOVERY_KNOWN_PAIR_SHARE,0.22,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3210; scps\scps_events.c:3309
AGE_DISCOVERY_COUNTRY_MIN,8,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3201
AGE_DISCOVERY_FAR_CELLS,200,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3207
AGE_DISCOVERY_FAR_PAIRS,2,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3209
AGE_DISCOVERY_C,0.5,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4641; scps\scps_events.c:3389
AGE_DISCOVERY_RESEARCH_MULT,1.1,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4641; scps\scps_events.c:3390
AGE_DISCOVERY_FOG_RADIUS_ADD,1,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3184
AGE_DISCOVERY_TRANSGRESSEUR_LEVER,0.059999999,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4642; scps\scps_events.c:3310
AGE_DISCOVERY_MERCHANT_LEVER,0.039999999,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4642; scps\scps_events.c:3311
AGE_EMPIRES_REGIONS_WORLD,20,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3229
AGE_EMPIRES_REGIONS_ONE_COUNTRY,8,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3230; scps\scps_events.c:3329
AGE_EMPIRES_HELD_YEARS,35,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4645; scps\scps_events.c:3216; scps\scps_events.c:3328
AGE_EMPIRES_INTEGRATION_MULT,1.2000001,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4644; scps\scps_events.c:3395
AGE_EMPIRES_CONQUEROR_LEVER,0.1,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4645; scps\scps_events.c:3330
AGE_HERO_EFFICIENCY_MIN,1,lecture moteur presente,non certifiee individuellement,scps\scps_sim.c,scps\scps_sim.c:1250
AGE_HERO_LOYALTY_MIN,75,lecture moteur presente,non certifiee individuellement,scps\scps_sim.c,scps\scps_sim.c:1251
AGE_HERO_FACTION_LEVER,0.079999998,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:2787
AGE_HERO_REFUSED_GRIEF,0.079999998,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:2790
AGE_BREACH_CHARGE,6,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3242; scps\scps_events.c:3342
AGE_BREACH_MIN_YEAR,180,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3241
BREACH_AGE_ON_FIN,1,lecture moteur presente,non certifiee individuellement,scps\scps_events.c; scps\scps_sim.c,scps\scps_events.c:3447; scps\scps_sim.c:1803
AGE_BREACH_FLUX,1.5,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4648; scps\scps_events.c:3402
AGE_BREACH_TRANSGRESSEUR_LEVER,0.12,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4648; scps\scps_events.c:3343
AGE_LUMIERES_SAVOIR_MEAN,5,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3248
AGE_LUMIERES_C_MEAN,4.5,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3249
AGE_LUMIERES_I,1.5,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4650; scps\scps_events.c:3407
AGE_LUMIERES_SOLVENT,1.25,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4650; scps\scps_events.c:3408
AGE_LUMIERES_LEGISTE_LEVER,0.059999999,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4651; scps\scps_events.c:3352
AGE_LUMIERES_COMMUNAUTAIRE_LEVER,0.039999999,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4651; scps\scps_events.c:3353
AGE_SOULEVEMENTS_MIN_COUNTRIES,8,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3262; scps\scps_events.c:3473; scps\structural_demo.c:239
AGE_SOULEVEMENTS_L,1.5,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4653; scps\scps_events.c:3412
AGE_SOULEVEMENTS_COMMUNAUTAIRE_LEVER,0.12,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4653; scps\scps_events.c:3361
AGE_TYRANS_FRACTURE,0.30000001,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3266; scps\scps_events.c:3474
AGE_TYRANS_DEREAL,1.25,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3267; scps\scps_events.c:3475
AGE_TYRANS_SI,8.5,lecture moteur presente,non certifiee individuellement,scps\scps_events.c,scps\scps_events.c:3268; scps\scps_events.c:3476
AGE_TYRANS_H,1.75,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4655; scps\scps_events.c:3416
AGE_TYRANS_DIVERSITY,1.5,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4655; scps\scps_events.c:3417
AGE_TYRANS_CONQUEROR_LEVER,0.079999998,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4656; scps\scps_events.c:3367
AGE_TYRANS_LEGISTE_LEVER,0.039999999,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_events.c,scps\scps_api.c:4656; scps\scps_events.c:3368
COLONY_MIN_POP,300,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_econ.c; scps\scps_navy.c,scps\scps_api.c:4527; scps\scps_doctrines.c:71; scps\scps_econ.c:727; scps\scps_econ.c:6422; scps\scps_navy.c:299
COLONY_COST_POP,150,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_doctrines.c:71; scps\scps_econ.c:728
COLONY_FOOD_GATE,0.25,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c; scps\scps_navy.c,scps\scps_econ.c:730; scps\scps_navy.c:300
FOOD_STOCK_MONTHS,6,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_doctrines.c:72; scps\scps_econ.c:739; scps\scps_econ.c:739; scps\scps_econ.c:5158
IP_COLON_WPC,4,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:6828
IP_INVEST_WPC,12,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:6968
IP_SHORTAGE,1.4,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:6875
PRIV_SEED_PER_MONTH,1,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\econ_production_demo.c:208; scps\econ_production_demo.c:225; scps\scps_econ.c:6969
INCOME_TAX,1,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\credit_demo.c:508; scps\credit_demo.c:534; scps\credit_demo.c:591; scps\credit_demo.c:621; scps\scps_econ.c:2680
INCOME_TAX_RATE_LABORER,0.40000001,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:2685
INCOME_TAX_RATE_BOURGEOIS,0.55000001,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:2686
INCOME_TAX_RATE_ELITE,0.75,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_doctrines.c:139; scps\scps_doctrines.c:155; scps\scps_econ.c:2687
TOLL_STATE_SHARE,0.5,lecture moteur presente,non certifiee individuellement,scps\scps_agency.c; scps\scps_intertrade.c,scps\scps_agency.c:418; scps\scps_doctrines.c:59; scps\scps_intertrade.c:1168; scps\scps_intertrade.c:1192
TOLL_NEEDS_KEEPER,1,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:3222
SEA_LANES,1,lecture moteur presente,non certifiee individuellement,scps\scps_api.c,scps\scps_api.c:5497
SEA_TRAVEL,1,lecture moteur presente,non certifiee individuellement,scps\scps_sim.c,scps\scps_sim.c:1036; scps\scps_sim.c:1056; scps\scps_sim.c:1095
GENESIS_RESERVE_GOLD_EMPIRE,100,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:1807
GENESIS_RESERVE_COPPER_EMPIRE,100,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:1808
ASSIETTE_ON,1,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:5109; scps\scps_econ.c:5151
CONSUME_ELASTIC_K,0.30000001,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:5113
CONSUME_ELASTIC_MIN,0.80000001,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:5114
CONSUME_ELASTIC_MAX,3,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:5114
TAX_SAT_COUPLING,0.34999999,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:2336
TAX_SAT_REF,0.60000002,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:2338
TAX_SAT_FACTOR_MIN,0.5,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:2340
TAX_SAT_FACTOR_MAX,1.5,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:2340
AI_FISCAL_TARGET,0.60000002,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:2451
AI_FISCAL_DEADBAND,0.050000001,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:2454
AI_FISCAL_STEP,0.012,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:2455
AI_FISCAL_BOOTSTRAP_COHERENCE,1,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:2458
AI_FISCAL_REVENUE_FLOOR,200,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:2445
AI_LOAN_MIN_LIQUIDITY,4000,lecture moteur presente,non certifiee individuellement,scps\scps_ai.c,scps\scps_ai.c:612
AI_OFFER_LOAN_OPINION,30,lecture moteur presente,non certifiee individuellement,scps\scps_ai.c,scps\scps_ai.c:615
AI_OFFER_LOAN_OPINION_STRICT,60,lecture moteur presente,non certifiee individuellement,scps\scps_ai.c,scps\scps_ai.c:615
RRACHAT_META,1,lecture moteur presente,non certifiee individuellement,scps\scps_credit.c,scps\scps_credit.c:920
BUYBACK_CS_GOODWILL,1,lecture moteur presente,non certifiee individuellement,scps\scps_sim.c,scps\scps_sim.c:1866
BUYBACK_PACIFIST_LEVER,0.050000001,lecture moteur presente,non certifiee individuellement,scps\scps_sim.c,scps\scps_sim.c:1868
TAX_MULT_FLOOR,0.75,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:2483
NEEDS_TIER_POP,3000,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\econ_production_demo.c:192; scps\econ_production_demo.c:193; scps\econ_production_demo.c:234; scps\scps_econ.c:3678; scps\scps_econ.c:3687; scps\scps_econ.c:3998; scps\scps_econ.c:4950
NEEDS_TIER_GROWTH,2,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:3647; scps\scps_econ.c:3689
NEEDS_TIER_MAX,10,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:3648
NEEDS_TIER_DECAY_YEARS,5,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:3664
PL_GENESIS,0,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:4072
STATE_BUY_FRAC,0.60000002,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:4087
INVARIANT_SCALE_FLOOR,500,telemetrie chronicle uniquement,non certifiee individuellement,,scps\chronicle.c:632
SPECULATE_CONSERVED,1,lecture moteur presente,non certifiee individuellement,scps\scps_ai.c,scps\scps_ai.c:2909; scps\scps_ai.c:2927
CHOKE_REAL_PATH,0,lecture moteur presente,non certifiee individuellement,scps\scps_routes.c,scps\scps_routes.c:76
CHOKE_EMERGENT,1,lecture moteur presente,non certifiee individuellement,scps\scps_routes.c; scps\scps_world.c,scps\scps_routes.c:75; scps\scps_routes.c:177; scps\scps_world.c:5462
CHOKE_MIN_ROUTES,2,lecture moteur presente,non certifiee individuellement,scps\scps_world.c,scps\scps_world.c:5652
CHOKE_MIN_FRAC,0.15000001,lecture moteur presente,non certifiee individuellement,scps\scps_world.c,scps\scps_world.c:5653
REDEP_REMAINDER_CONSERVED,1,lecture moteur presente,non certifiee individuellement,scps\scps_econ.c,scps\scps_econ.c:4907
INFLUENCE_PER_NOBLE,0.0020000001,lecture moteur presente,non certifiee individuellement,scps\scps_influence.c,scps\doctrines_demo.c:108; scps\influence_demo.c:92; scps\scps_influence.c:136
INFLUENCE_COUNCIL_FLOOR,1,lecture moteur presente,non certifiee individuellement,scps\scps_influence.c,scps\doctrines_demo.c:115; scps\influence_demo.c:99; scps\influence_demo.c:204; scps\scps_influence.c:46
INFLUENCE_CAP,0,lecture moteur presente,non certifiee individuellement,scps\scps_influence.c,scps\doctrines_demo.c:116; scps\influence_demo.c:100; scps\scps_influence.c:165
INFLUENCE_COST_ENVOY,6,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_sim.c,scps\influence_demo.c:281; scps\influence_demo.c:318; scps\influence_demo.c:325; scps\influence_demo.c:332; scps\scps_api.c:2560; scps\scps_api.c:2812; scps\scps_doctrines.c:80; scps\scps_sim.c:647; scps\scps_sim.c:647
INFLUENCE_COST_FAB,12,lecture moteur presente,non certifiee individuellement,scps\scps_api.c; scps\scps_sim.c,scps\scps_api.c:2561; scps\scps_sim.c:649
DIPLO_ENVOY_FLOOR_DAYS,30,lecture moteur presente,non certifiee individuellement,scps\scps_sim.c,scps\influence_demo.c:283; scps\influence_demo.c:359; scps\scps_sim.c:654
DOCT_COST_BASE,50,lecture moteur presente,non certifiee individuellement,scps\scps_doctrines.c,scps\doctrines_demo.c:118; scps\scps_doctrines.c:303
DOCT_COST_STEP,25,lecture moteur presente,non certifiee individuellement,scps\scps_doctrines.c,scps\doctrines_demo.c:118; scps\scps_doctrines.c:303
IDEA_COST_BASE,30,lecture moteur presente,non certifiee individuellement,scps\scps_doctrines.c,scps\doctrines_demo.c:119; scps\scps_doctrines.c:307
IDEA_COST_STEP,3,lecture moteur presente,non certifiee individuellement,scps\scps_doctrines.c,scps\doctrines_demo.c:119; scps\scps_doctrines.c:307
INFLUENCE_PER_NOBLE_ARISTO,0.0024999999,lecture moteur presente,non certifiee individuellement,scps\scps_influence.c,scps\doctrines_demo.c:109; scps\influence_demo.c:93; scps\scps_influence.c:135
INFLUENCE_PER_BOURGEOIS_BASE,0.0011,lecture moteur presente,non certifiee individuellement,scps\scps_influence.c,scps\doctrines_demo.c:110; scps\influence_demo.c:94; scps\scps_influence.c:139
INFLUENCE_PER_BOURGEOIS,0.0022,lecture moteur presente,non certifiee individuellement,scps\scps_influence.c,scps\doctrines_demo.c:111; scps\influence_demo.c:95; scps\scps_influence.c:138
INFLUENCE_PER_LABORER_BASE,0.00011,lecture moteur presente,non certifiee individuellement,scps\scps_influence.c,scps\doctrines_demo.c:112; scps\influence_demo.c:96; scps\scps_influence.c:142
INFLUENCE_PER_LABORER,0.00022,lecture moteur presente,non certifiee individuellement,scps\scps_influence.c,scps\doctrines_demo.c:113; scps\influence_demo.c:97; scps\scps_influence.c:141
INFLUENCE_PER_BELIEVER,0.00016667,lecture moteur presente,non certifiee individuellement,scps\scps_influence.c,scps\doctrines_demo.c:114; scps\influence_demo.c:98; scps\scps_influence.c:146
INFLUENCE_BASE_REF,2,lecture moteur presente,non certifiee individuellement,scps\scps_influence.c,scps\doctrines_demo.c:117; scps\influence_demo.c:322; scps\influence_demo.c:326; scps\scps_influence.c:151
AI_DOCT,1,lecture moteur presente,non certifiee individuellement,scps\scps_ai.c; scps\scps_sim.c,scps\ai_demo.c:770; scps\ai_demo.c:774; scps\scps_ai.c:3392; scps\scps_sim.c:1897
AI_DOCT_CHECK_MONTHS,12,lecture moteur presente,non certifiee individuellement,scps\scps_sim.c,scps\scps_sim.c:1898
AI_DOCT_RESERVE,1.5,lecture moteur presente,non certifiee individuellement,scps\scps_ai.c,scps\ai_demo.c:814; scps\scps_ai.c:3403
AI_DOCT_CURRENT_YEAR,40,lecture moteur presente,non certifiee individuellement,scps\scps_ai.c,scps\scps_ai.c:3382
